,Unnamed: 0,id,sentence,label,codemixed
4093,7352,26708,@USER Lol shit I just said this on your other tweet 😂😂,OFF,1
4100,11374,86177,@USER Never would I trust any @USER and especially @USER they sold out to the @USER and stuck Two fingers up to the People of the UK!!  #VoteLabour #GE2018NOW #WeAreCorbyn #UnitedWeStand,NOT,1
4103,8232,94354,"@USER @USER @USER @USER @USER @USER @USER @USER @USER Don't know what you mean by independent media"" but I read MSM and they tell me that antifa are, in fact, the violent leftists who are causing all the problems at protests. What I see is right-wing media painting all Liberal protestors as the same as antifa.""",NOT,1
4110,9204,84536,@USER @USER @USER Yes she is. So why isn't she under investigation?,NOT,1
4111,2433,26623,@USER @USER @USER So many issues facing Australian voters but the single obsession of Australian Conservatives is bullying transgender children... URL,OFF,1
4112,2516,50948,@USER @USER @USER @USER @USER Peter....look at your liberal self making no sense.....It is just a little suspicious that everyone making last minute claims against Kavanaugh are Trump hating liberals...And of course they have zero proof of anything...Just like Their collusion obsession.,OFF,1
4115,6449,26012,@USER @USER leader of Antifa,NOT,1
4116,1165,48474,@USER and @USER @USER  @USER is inciting VIOLENCE towards Trump supporters on lists to be targeted by ANTIFA.,OFF,1
4117,270,13881,@USER @USER Send him this @USER party #manifesto where they promised they will help families maybe that will remind him his duties. #HostileEnvironment #PriceOnLove #SkypeFamilies @USER @USER @USER URL,NOT,1
4120,6311,29719,@USER @USER A must read! URL,NOT,1
4121,547,81331,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Hahaha by telling me to stfu?  So hurt 🤣,NOT,1
4123,11648,62718,@USER K nvm fuck battlefield URL,OFF,1
4125,3250,68634,@USER What happened to wokeisis,NOT,1
4126,4496,32343,@USER And their last hit and ounce of relevance? #NetherlandsTaxHaven,NOT,1
4128,5265,67824,"@USER Open a Case"" 4-this:  John Kerry: ""Obama &amp; I *KNOWINGLY  *FUNDED *TERROR""  55 BILLION $$$ With a ""B"" !!  God bless Trump #MAGA #KAG #DeepState .. (FULL LINK: URL .. URL",OFF,1
4133,2880,21069,@USER @USER Guess he is good enough at math to turn 1 million dollars that his father loaned him into a multibillion dollar empire...,NOT,1
4137,2479,17283,@USER He is. Lol 😂🙄,OFF,1
4139,8203,74410,@USER @USER @USER is correct. Watch. Initial bump from SJWs but over the next few months will suffer significantly. Conservatives are patient.,NOT,1
4140,13132,93039,@USER Maybe he is trying to throw hints at Kaycee now to ease the blow if/when he picks Angela over Kaycee. Or he is just being reckless idk.,NOT,1
4142,36,12108,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER You are not very smart are you? Why do you think Gen Flynn’s sentencing keeps being rescheduled? URL,OFF,1
4143,10163,58293,@USER ....and about “Fast and Furious”,NOT,1
4144,12557,10054,@USER @USER @USER traitor whoever he or she is.,OFF,1
4145,559,47986,@USER Got beat by WWE....take another knee.,NOT,1
4146,11845,98473,@USER @USER @USER He is entitled to tell his side of story.Then judge.,NOT,1
4147,3178,78181,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Sounds like a plan!,NOT,1
4149,13204,69084,@USER @USER @USER @USER @USER still lies just like Obama.He talks right &amp; then votes Left. He did NOT vote for the @USER TaxReform bill! Data shows 80%+ WV taxpayers use the Std Deduct &amp; child tax credits- this bill doubled their deductions WITHOUT Joe's help! Vote him OUT on Nov 6th ! #MAGA,NOT,1
4152,6297,37068,@USER He is that stupid!,OFF,1
4153,3421,93489,@USER @USER lol Why would conservatives want to hide that?  It contradicts everything Ford has claimed. 🤷🏼‍♂️,NOT,1
4155,12291,66531,@USER he is my rainbow after every storm💜,NOT,1
4158,6492,70846,@USER @USER @USER @USER That's different because it's a panel show. I'm talking about Paul Golding actually being a news anchor. We'd end up with a British Tucker Carlson.,NOT,1
4160,1679,15823,"@USER i bet he is sayin wat his daddy says most... Don't start me baby""😂😂😂""",OFF,1
4161,4206,80483,@USER @USER @USER @USER @USER @USER Then talk to your oresident.  He's the one taking the money.,NOT,1
4162,3251,55636,"@USER The Battle Cry"" by Nova Scotia Girl🇨🇦 #MAGA🇺🇸 and the world will follow! #WWG1WGA🌎🌍🌏 #RedWave2018 🚶‍♀️🚶‍♂️#WalkAway  #Trump2020 Let Freedom Ring WORLDWIDE!! #QAnon URL",NOT,1
4165,1603,14456,EVERYONE HAS TO VOTE RED SO WE DON'T LOSE THE HOUSE IN THE MIDTERMS 🇺🇸 IF WE LOSE THE HOUSE IT'S ALL OVER!!!! THE MAGA MOVEMENT WILL BE FINISHED!!!! MAKE SURE EVERYONE YOU KNOW IS REGISTERED TO VOTE RED!!!! GET OUT AND VOTE RED!!!! MAGA!!!! KAG!!!!   #WALKAWAYFROMDEMOCRATS URL,NOT,1
4166,7917,67293,GREAT COMEDY THERE CNN - NEWS?  NOT SO MUCH!  #MAGA!  #LICENSEREPORTERS! URL,NOT,1
4167,1764,28857,Still canny get er somecunt in maga telling us no to go into bananas cos French boys were spiking folks drinks &amp; kerr turns round n shouts fuck it free dunt 😂😂😂😂,OFF,1
4168,800,72883,@USER @USER @USER @USER @USER @USER Congratulations!,NOT,1
4172,7732,37532,@USER @USER @USER You are goddamn right both sides will be heard. We want the TRUTH Kavanaugh. Republicans better not put party above country.,NOT,1
4173,4414,26048,@USER @USER Crying babies !!!,NOT,1
4174,10238,37406,"@USER @USER @USER @USER @USER   Pretty sure U.S. conservatives are taking cues from this...  Rightwing government wants to make handshake mandatory in naturalisation ceremonies"" URL",NOT,1
4175,12919,70993,@USER @USER I think he meant to say ... sent to jail for fraud,OFF,1
4181,11882,42517,@USER @USER @USER @USER Liberals are vile vicious and disgusting URL,OFF,1
4182,9530,25791,"@USER @USER @USER @USER Obama claims robust economy belongs to him and Pelosi blames bad economy"" on Trump. These dem dolts are schizo.""",OFF,1
4189,4044,18317,@USER Brexit &amp; conservatives as well that 🙄,NOT,1
4190,6687,91346,@USER Yes he is ! But he still won't be fired ...,NOT,1
4200,5699,11947,@USER of course it won't....laws don't apply to conservatives,NOT,1
4204,3422,76897,@USER @USER You are so funny.  Lol rolling about the floor laughing uncontrollably!,NOT,1
4208,5574,29975,@USER Thanks for spreading Joe Biden’s words...he is a great American that I respect very much.,NOT,1
4211,834,56484,@USER He's qualified. 😂😂😂😂,NOT,1
4215,7716,80581,@USER @USER @USER @USER @USER She is a leftist activist.  Biased to stop Judge Cavanaugh.  Do I need to draw you a picture??,NOT,1
4216,8479,59318,@USER Beto advocates gun control which would leave is defenseless to this.,OFF,1
4221,2940,40154,INTERRUPTING HIS HEARING AT EVERY TURN! BUT THATS OK HE IS A MAN AND CAN TAKE IT! AT LEAST HE WILL REMEMBER WHO WHAT WHEN AND WHERE HE WAS! AFTER THIS KAVANAUGH WILL HAVE DEFINITELY EARNED HIS STRIPES TO SCOTUS!  MAGA!,OFF,1
4222,3437,68140,The Swamp in DC &amp; NY is all about Self-Enrichment!!💰💰  #WeThePeople Must Take Our Country Back!✊  #TakeUSABack #MAGA #AmericaFirst #USA🇺🇸  #MondayMotivation #MondayMorning #MondayMood #ConstitutionDay URL,NOT,1
4224,10668,55015,@USER I see boobs lol 😂😜😘😇,OFF,1
4225,6238,68570,@USER @USER @USER Not crazy but given she is my wife I feel unqualified to give an unbiased answer lol,NOT,1
4226,2428,13629,@USER He is so stupid,OFF,1
4228,12802,18574,@USER Seriously??.... Guess comedy is easier to get viral.... Have you tried drawing shit? XD,OFF,1
4229,8161,87649,@USER @USER If you look at his ANTIFA list....you will note many high profile names. I intend to comment on these accounts using his Twitter Account name...just to inform. .....he is aware I have reported him to Twitter...he sent an angry tweet my way.,NOT,1
4236,5154,64333,@USER @USER He is.,NOT,1
4240,2238,72148,@USER ahhh ur mind!!! she IS ur dorter!!,NOT,1
4242,6055,71789,@USER @USER She is your sister????,NOT,1
4243,7418,29463,Trump is what we need #MAGA,NOT,1
4244,12196,51945,@USER Elections have consequences. And if the left continues the direction they are heading in they will not win another one for a long time. #keepitup. #LiberalismIsAMentalDisease,NOT,1
4249,11264,33891,@USER But when Moochelle&amp; Obama did it??? Meh,NOT,1
4251,10252,37945,.@USER yet again siding with the .@USER and still wanting you to believe that you can trust them. Remember all their broken promises? Remember how they treated students?  There is only one answer.  Vote .@USER and put .@USER in power.  #JC4PMNow,NOT,1
4253,4082,60277,@USER @USER Smudge is definitely #TeamDanny! Here she is spreading the word! URL,NOT,1
4254,3261,60741,@USER @USER Good luck lad,NOT,1
4256,5765,61835,#pnpcbc #cdnpoli #bcpoli #ontpoli #alpoli More to Join #Conservatives URL,NOT,1
4261,6067,92666,@USER @USER @USER Did you hurt yourself jumping to that conclusion?   If you want biblical scholarship worth having read Bart D. Ehrman.  If you want ignorant schlock...well you are already here.,NOT,1
4265,9524,32258,@USER @USER @USER Really? He is the only president that has been so hands on when it comes to these catastrophes I don’t see how he has time. Obama and bush never did that. Sorry dems......lose again.,NOT,1
4266,3158,39483,@USER Democrats have no laws!!😡😡😡 URL,NOT,1
4267,1326,14665,@USER Of course he does!!  #MAGA  for everyone 🇺🇸🇺🇸🇺🇸,NOT,1
4269,12016,45865,@USER @USER @USER Yeah sorry girl but he is right if you actually look up the history. They were created in LA to fight back against violence by Bloods/Crypts,NOT,1
4270,10660,32266,@USER @USER CAREFUL now soyboy stickman. Your arms might fall clean off. Dweeb.,OFF,1
4272,2803,92613,@USER All I see is this when I see this guy URL,NOT,1
4281,10251,16150,@USER @USER yes she is!!!!!,NOT,1
4282,5527,74387,@USER @USER @USER @USER @USER @USER Perhaps asking Miss Rao directly would be a start? Manners Isaac.,NOT,1
4283,4965,31745,@USER @USER Really a sickening issue. Liberals are vicious!!!,OFF,1
4286,10398,54939,Now THIS makes sense. #QAnon @USER #MAGA #WalkAway URL,NOT,1
4289,3648,54947,@USER Hell ya she is,NOT,1
4290,4113,10660,@USER @USER TRUMP TRUMP TRUMP MAGA!,NOT,1
4292,11261,88245,@USER @USER Do any Dems/libs have a real job?? They sure have a lot of free time!!,NOT,1
4293,4612,71560,URL  #MCCASKILL owes back taxes on her private jet! Has it been paid? @USER #MAGA #Kavanaugh #ChristinaBlaseyFord #QANON #ThursdayMotivation,NOT,1
4294,11651,96435,@USER @USER @USER @USER @USER She IS the coolest thing in tennis. Way cooler than her opponent tomorrow. By such a long shot. #class #coolaintforsale,NOT,1
4295,1413,43459,@USER Beto-male,NOT,1
4300,10718,81262,@USER @USER @USER He is not,NOT,1
4301,11403,96551,20180919: Chris Hall CBC: The Liberals' fall strategy just hit a brick wall named Leona Alleslev URL,NOT,1
4307,1980,52000,@USER @USER @USER He is such a stroke🙄,NOT,1
4310,309,25360,@USER @USER We can empty all our prisons also and just say they broke no laws.....Liberal logic.,NOT,1
4311,8894,42484,@USER @USER @USER @USER Not a conservative. Antifa is a left wing terror group that uses fascist tactics and violence to silence opposing views. They are NO DIFFERENT than the “Sturmabteilung” brown shirts. Thugs. URL,OFF,1
4312,1959,31336,@USER Congratz @USER you are going to make a GREAT mom!,NOT,1
4313,4718,55351,"Fort Trump in Poland?! Sounds great to me!! Another lasting reminder to the Left/Dems how much the rest of the world hates"" @USER #MAGA #WWG1WGA #RedWave2018 #DrainTheSwamp #FortTrump""",OFF,1
4314,9560,31019,@USER @USER @USER Fuck you...  If she dare then why didn't she choose any other granth ..haha .. m sure she is looking for some publicity.. Bible or kuran . Whatever her intention was but she done a drama . May be she want to start any business that requires public intention.,OFF,1
4316,8197,74951,@USER @USER @USER @USER How about trump sending out memes while he is president of him bashing Hilary with a folding chair,NOT,1
4318,11004,78114,@USER 6.5 Billion Human Beings are spare to capacity according to the One World Government End Game Agenda ~ that 6.5 Billion includes 1.5 BILLION Muslims ~ #MAGA ought'a keep that in both heart &amp; mind ~ #ReligiousFreedom #Republic #FreedomAndJusticeForALL ~,NOT,1
4322,12543,90363,@USER @USER @USER Rooney wont do anything.  He is the one that needs to take some action.,NOT,1
4324,3096,26257,@USER @USER You liberals will never see him a genuine leader as you are trying to portrait him because he didn’t do struggle at all and has no qualifications but just son of AZ# ap wese to bahut ethics aur morality ko promote krty hn# ppp pe aa k sary liberals🤪,NOT,1
4325,7862,28502,@USER @USER @USER @USER @USER @USER @USER   PREACH IT! God's people deserve better!  URL,NOT,1
4327,8191,48712,@USER It’s a shame you are so damned unattractive...,OFF,1
4331,9203,95473,@USER fake news at it's finest just change name to antifa and chicken gropers news you can't use...,NOT,1
4333,7627,36781,@USER @USER @USER @USER Reasonable gun control = use 2 hands.,NOT,1
4334,8624,85525,@USER @USER @USER @USER @USER You better pray hard because I will come in with him being guilty and he better prove he is innocent and if it's a child he can wrap it up prison is his destiny. Women can lie but 1 in a million lie about sexual assaults and rape,NOT,1
4335,7001,60096,@USER @USER Bit of a celebrity😂😂😂 my Ass!,OFF,1
4337,10495,60929,@USER LOOK UP #Kavanaugh  STOP THIS SHIT!. #MAGA URL,OFF,1
4342,6043,78539,@USER @USER Worst takes ever.....a blatantly racist cartoon and your attempt at a defense.,OFF,1
4343,1263,26435,@USER @USER @USER I teach my grown sons theres winners and losers...see Serena temper tantrums she is a Democrat...lol,OFF,1
4344,1607,92582,@USER @USER Beware of rightist false flags like the narrative of the OK sign being a white nationalist dog whistle. It's not. #TheResistance  #Resist #BashTheFash #Antifa #SmashFascism URL,OFF,1
4345,8189,54398,@USER Easiest math class EVER!! 0 character + 0 morals + 0 ethics divided by 0 truth = 0 (Hillary)!!!,NOT,1
4348,3780,23394,@USER @USER @USER I really think he is mentally ill. Why does his family not address the issues? Maybe Jared did with the op-ed?,OFF,1
4349,7744,81249,@USER They just need to go away. No one wants to see them in the media advocating for gun control. It's unseemly.,OFF,1
4355,7742,26305,#mdzs2018  Day 15 character deserves more love:  Wen Ning  she is a beautiful and innocent person deserves all the love of the world her personality is very adorable gives me the need to protect him to adopt. URL,NOT,1
4357,10182,17600,@USER @USER is a DISGRACE to the United States of America!!,NOT,1
4358,905,92999,AAA DIBALES DONG😘😘😘 URL,NOT,1
4364,143,37115,@USER He is very skilled😂😂,NOT,1
4367,7944,95036,@USER @USER Mehn you are too sweet,NOT,1
4368,5087,16736,@USER @USER Lol.... your going to jail,OFF,1
4370,8324,85067,@USER @USER @USER @USER @USER Sadly given the hypocritical and unethical behaviour of Liberals/Democrats these days I view any claims or allegations made by them with a huge degree of scepticism.,OFF,1
4372,11072,26379,Are all the republiKlan maga wearing traitors going to dig through their childhood toy chest just to post videos of burning #Ernie &amp; #Bert dolls? #ernieandbert #SesameStreet #Toad #MarioKart #TraitorTrump #traitortoad,OFF,1
4374,966,90618,@USER @USER #nope... With Mm no way...maybe is time to ask Sky what has gone wrong? Because #Foster from CNN have the book first than KP tweeted about the book...  Liberals... From Trump for Americans to Mm for British... I don't known who is worst,OFF,1
4375,6599,33109,@USER @USER @USER We are in this mess because people are stupid and lazy that's why the conservatives are in and she's screwing us over,NOT,1
4377,10057,25339,@USER @USER He thinks he is smart. Me? I don’t think that.,OFF,1
4383,7956,96780,"@USER your lord and master... blah blah blah"" Liberals are so over the top dramatic about everything😆 URL",NOT,1
4384,10871,90176,@USER @USER @USER That's the point you waffle faced nob goblin,NOT,1
4386,11389,38673,@USER @USER Is there no other platform they can us?,NOT,1
4387,9849,57631,#guncontrol Gun Control Chalenge If you truly belive in gun control I chalenge you to learn and understand what gun control is Take a conceal carry course then spend enough time  On a certified gun range To familerize yourself with firearms and learn what gun control  truly is..,NOT,1
4391,5880,53795,@USER @USER @USER You only have 6 1/2 years left buddy!! 😀#MAGA,NOT,1
4393,5752,94752,@USER @USER Ending the horrible trade imbalance burden from Obama/BushII/Clinton/BushI results in an $800B/year boon to the USA economy!  This is what you fail to mention.  Trump-o-nomics = MAGA  [You should try to listen to Trump more closely so you can learn.],NOT,1
4395,2558,84905,@USER He needs to Either Pick Politics or Singing ....... Either way He Stinks at Both!,OFF,1
4398,6986,98407,"@USER @USER @USER Whataboutism"" is yet another made up word used by liberals to attempt to deflect criticism of their own ridiculous hypocrisy.""",OFF,1
4404,6799,57252,@USER That food you made was so mf good. THANK YOU!! 😭 lol,NOT,1
4405,12683,32697,@USER @USER He is virtue signaling playing with young minds. He also thinks he can weaponise it in an attempt to stop Brexit. @USER  is a disgraceful vile man to be honest he doesn't care who or what he uses to get what he wants.,OFF,1
4408,12676,67709,@USER Can you Say Insanity? #LockThemAllUp #HandCuffsForHillary #MAGA URL,OFF,1
4413,11836,87686,Who does your hair? Only asking as my pussy is getting bald and I am thinking of trying some new comb-over to hide the worst of it.  #oldageproblems #MAGA URL,OFF,1
4423,8154,42048,#wilson  You are the love of my life! #SonnyKiriakis #WillHorton #FreddieSmith #ChandlerMassey #Days I'm so happy with #Days right now. URL,NOT,1
4424,438,87470,@USER @USER Those that do not respect the Constitution need to be driven out of office.  #VoteDemsOut #VoteRed2018   #TheRainMakers #QAnon #MAGA #WWG1WGA URL,NOT,1
4430,6356,91618,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Don't we all! 🙏,NOT,1
4432,4463,72087,@USER @USER @USER Listen to General Flynn speech.  Read his plea deal  #WWG1WGA #MAGA #TheRainMakers #QAnon #QArmy URL,NOT,1
4436,4649,95764,@USER @USER Strongest gun control in the country 🤔,NOT,1
4437,790,56181,@USER Thank you Ms Desanctis! I'm comforted that not all conservatives are letting their ambition blind their conscience. Sexual assault/harassment has been a plague on society for centuries - that should NOT make it a conservative or traditionalist cause!,OFF,1
4440,343,68007,@USER URL It's a guy. Guy looks like a Sheila. #QANON #MAGA #GREATAWAKENING -Crocodile Dundee URL,NOT,1
4441,7847,40326,@USER @USER @USER @USER @USER @USER @USER @USER Antifa are here telling people to go back to sleep. Horrifying,NOT,1
4442,11967,13472,@USER *too disconnected,NOT,1
4445,10016,54364,@USER @USER @USER @USER I’m not affiliated with any party. You don’t care if he is innocent or not. You’re just a party jackoff.   See how that works.,NOT,1
4450,9523,40588,@USER You guys really just did this on cue....  #MAGA #MKUltra,NOT,1
4451,7346,33193,"@USER Suddenly BozoObama is NOT politician""...&amp; certainly NOT that HE &amp; BillAyers &amp;DISGRACED ErikHolder started Police brutality Antifa,BLM,OWS ""movements"" &amp; didn't fund our US military as B4 for 8 yrs,but GAVE WORLD SPONSER OF TERROR IRAN $170. bil... NOOO!; not ol' ISIS-LOVER 'Bama.""",NOT,1
4453,12882,44243,ANTIFA SUPERSIZED 😈 URL,NOT,1
4456,76,78064,@USER Principled conservatives are #Hypocrickets,NOT,1
4457,8262,20714,"@USER Oh she does. Just a chunk missing. Some bone may be showing.  I'll be alright, Kogasa. Just... help me get back to our home.""  That much is true. She isn't like her normal self. And she is much more aggressive. She's just gonna kneel on Kogasa for support, though.""",NOT,1
4459,4574,17644,@USER Eric Holder should've been in his 2nd yr at Gitmo. What's the update on Gitmo's expansion?  Why is he still breathing in our freedom air?,NOT,1
4460,8829,63117,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER She looks like she is planning a sneak attack 😅,NOT,1
4462,737,41570,"@USER Hawd me back. Hawd me back "". 😂""",NOT,1
4464,10071,90500,@USER @USER @USER @USER @USER so it is ok for Congress to take away the Constitution like they did?     you realize Congress just took away all gun control laws when they threw out Article 4 Sec 4 US Constitution....  ALL gun control laws come from there,NOT,1
4465,10557,51617,@USER THIS IS SO FUCKINGNDBS FUNNYHEJS,OFF,1
4466,6834,61587,@USER uhh.. He is so cute.. I don't know what it is about a strong man's man I luv.. Lol.. Especially that can fight.. I guess bc I had to grow up being able to hold mines being so short to the point you don't have to worry about fighting anymore..,NOT,1
4468,11721,80349,@USER So fuckinggg cute 😍,OFF,1
4474,5062,55729,@USER @USER Buckle up Democrats and liberals! The shit is about to hit the fan for you and the FBI/DOJ !,OFF,1
4476,3513,23476,@USER @USER They are #DoAsISayNotAsIDo conservatives.,NOT,1
4478,4097,44061,@USER yes he is the man 18N18,NOT,1
4488,4903,56878,@USER @USER @USER I would love to be able to afford a sexy french au pair . Poor me .,NOT,1
4489,1960,20090,"@USER More and more Conservatives are turning their back on @USER because of his abuse of power."" #onpoli #pcpo #ondp #topoli #Toronto #TOcouncil""",NOT,1
4490,8467,67248,@USER @USER yes he is,OFF,1
4491,10778,63594,@USER @USER @USER Are you wanting gun control for LEO’s?,NOT,1
4492,4072,22953,@USER Looks Like The Jokes On Liberals Again.  #FortTrump #Poland #BoomingEconomy URL,NOT,1
4493,8702,28529,@USER Still remember this show... sucks man 😞,OFF,1
4494,1765,24078,"@USER @USER Revkin spreading IMPORTANT news.""?????????????? Andy sees himself as an INTELLECTUAL 2. This is what us REAL LIBERALS r STUCK with from public figures. Then the FAUX LIBERALS-like ANDY-wonder why we REAL LIBERALS dont care anymore.""",NOT,1
4496,7600,48717,@USER Remember. People who make up stories don't ask the FBI to investigate those stories. #KAG #MAGA #KavanaughAccuser,NOT,1
4497,11723,75353,@USER About Time!!!!!,NOT,1
4499,172,51172,@USER @USER O.K. Conservatives get to the polls. Vote red.,NOT,1
4500,7260,97072,@USER Antifa log tosser. URL,NOT,1
4501,7209,65112,@USER YOU ARE CUTER THA ME SHHHH,OFF,1
4502,3164,60491,@USER still spewing your lies.....you are not good enuf to lick our President's boot straps... what about the deaths in Chicago...u r a liar and a manipulator...go vack to indonesia barry,OFF,1
4505,541,80339,Sorry right wingers 😳😉”Look for a Kaepernick sales 'bump' in Nike's earnings next week” #NikeAd #BoycottNFL #BoycottNike #maga  URL,NOT,1
4511,7498,87376,@USER He is 100% and ballin',NOT,1
4512,10861,60323,@USER #metoo is the BEST WEAPON the Liberals have because there is NO DUE PROCESS .. its all DISGUSTING ... and WOMAN are the ones USING it as the weapon .. shameful and TYPICAL Liberalism .. USE emotions FOR their own BENEFIT ... @USER  POSTER CHILD for USING Woman,OFF,1
4513,1347,11966,@USER #MAGA 👍  Let that set in ...... URL,NOT,1
4514,12827,61507,@USER @USER @USER @USER @USER She is a disgusting Coont!,OFF,1
4518,7147,55600,@USER @USER @USER Stop talkin about urself,NOT,1
4519,5859,77839,@USER @USER @USER yes the CPC needs more Liberals. Good call Scheer.,NOT,1
4520,7236,86550,@USER He hit the lotto,OFF,1
4521,9598,53124,@USER Farther not further... maybe you should study English and quit playing    In the journalistic limelight!,NOT,1
4522,4947,87635,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER They just all want to keep their CORRUPT &amp;  CUSHIONEY JOBS!!! THRY WANT TO GO BACK TO.....BUSINESS AS USUAL ""          "" I DON'T THINK SO"" !!!!!!!!!""",NOT,1
4524,3078,97762,Ain’t missing shit 🤫🤑,OFF,1
4526,7136,66580,ALL THIS IS BS. FORD IS LYING!!This has everything to do with delaying the vote... #MAGA #ConfirmKavanaughNow #POTUS URL,OFF,1
4527,3543,22354,@USER She is dillusional!,OFF,1
4534,5323,96433,@USER @USER @USER @USER NICELY SAID MR.REDWOOD !!!,NOT,1
4535,1584,36653,@USER @USER @USER He is pretty good!,NOT,1
4536,2864,59400,#meneither! She is a liar. Clear as day a liar. URL,OFF,1
4540,928,66398,@USER Thus far the only people getting shot and kicked out of places are conservatives. #MAGA #WalkAway #ConfirmKavanaugh,OFF,1
4542,7778,57027,@USER @USER W had empathy and regrets. He may have been a bad/ineffective president but he is way more presidential than trump could ever hope to be,OFF,1
4545,7160,41318,@USER @USER 100% agree.  If we see him starting this year it is because Maxi goes cold.  I hope he is a next year starter...,NOT,1
4546,5421,86981,@USER @USER She is a liar and probably on Soros payroll,OFF,1
4548,6765,82128,@USER @USER Loool 🤣🤣🤣😂🤣🤣🤣😂😂😂😂   💜 @USER you are playing waaaay too rough here. 💀   I can’t stop 🛑 laughing 😂 #thankyou,NOT,1
4550,1530,95146,@USER @USER @USER @USER @USER Clegg worked for The Tories in Europe. He was the ideal Cameron bedfellow.,NOT,1
4557,8013,64585,.. you know.. Mami TJHAN always has this scary and creepy flirty gaze when she is around me or.. Miu..,NOT,1
4563,4520,64569,@USER @USER @USER He is cute  :),NOT,1
4564,5826,55101,@USER @USER @USER @USER @USER Will the liberals stop wasting tax payer money with C71 which will be repealed as soon as next year if passed? Move on instead to ensure criminals are dealt with severly and illegals are banned from entry.,NOT,1
4566,11430,27276,@USER Can @USER join your ranks? #Rimmy4Antifa?,NOT,1
4567,6132,69213,Did Someone just say maga 2k19,NOT,1
4571,10608,94730,@USER @USER @USER Where is VAN? She is ARMY who need to shazam the most you know... 🔍🐾🐶🐾🔎,NOT,1
4574,5842,20917,@USER  My. Arms. Wasn't. That. Big! N. Neither. Was. My. Boobs! They. Are. Now! From. Them. Injecting. Fat! Into. My. Body!,OFF,1
4581,3967,33745,@USER @USER @USER @USER @USER @USER @USER Gun control is racist. URL,OFF,1
4582,8578,83805,"@USER @USER @USER You are full of shit Sweetie""""",OFF,1
4585,3539,69675,@USER @USER @USER @USER @USER Sounds like you’re talking about these people!!!! #MAGA URL,NOT,1
4586,8008,72290,@USER HE IS,NOT,1
4587,5084,27273,@USER thank you for signing Shelby’s poster last night! She is still so excited. We are so proud of our big win! #OneTROY #GoTrojans #ProudAlum URL,NOT,1
4589,4117,90467,@USER For lying? How much is the DNC/Soros/Antifa paying her? How’s your Chinese spy doing?,OFF,1
4590,6395,38758,@USER He's like Meuller Hunted by A Master Sportsman / and the most powerful man in the world / Barry armed Trump Unwittingly with Lethal Force / Barry Never thought Killary would lose / URL,NOT,1
4592,5093,35995,How does this #MAGA...?!? Is this our tax dollars at work...?!? URL,OFF,1
4595,9558,40587,53 high school students murdered in Texas with 9mm Taurus semiautomatic. The NRA calls gun control research 'unethical'.,NOT,1
4596,8500,72430,Im waiting for QDrop. #WWG1WGA #QAnon #QArmy #MAGA,NOT,1
4597,431,78473,@USER @USER @USER Trump is a very sick man. He is toxic and mean spirited.,OFF,1
4599,4161,90803,@USER @USER @USER She can probably suck the chrome off a trailer hitch though... URL,NOT,1
4601,3124,78309,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Antifa is not anti facsicm.  Just as Jim Jones was no preacher.  That's all I'm saying.,NOT,1
4604,7759,84924,@USER Russ us fuckin'dead,NOT,1
4605,11744,37268,@USER I thought that I could not dislike anyone more than your father but I was wrong.  You are even more PATHETIC than he is.  Your children must be so proud to have a father who behaves like you.  Tick tock....  #MuellerIsComingForYouToo #PatheticLittleManJr,OFF,1
4607,8484,51159,Even IF the #SexualMisconduct IS by #Gay 45 yr old #GOP #Men - they'd call it youthful indescretion &amp; get a #Mulligan from #Hypocritical #Evangelicals &amp; MAGA *sshats. URL,OFF,1
4609,8527,42205,@USER @USER #Privilege Lane🤔 #MAGA Blvd🤔 Good Ole Days Avenue🤔,OFF,1
4610,3073,59375,@USER Beto-I’m100%FundedByNYandHollywoodLeftistsButPretendingToBeATexan-O’Rourke. #KeepTexasRed,NOT,1
4612,7050,73204,@USER @USER @USER @USER @USER Because he is a scummy human being.,OFF,1
