,Sentence,Label,codemixed
4384,send her to rehabilitation center,0,0
4385,"""The police, however, said they would act if they received a complaint. ""The matter is not in our knowledge yet. If we receive a complaint, we will investigate the matter and act swiftly,"" said Meerut's SP (city) Om Prakash."" - Someone needs to get a FIR filed! ",2,0
4386,"Guarav K they are so brainwashed, that they cannot see the truth.. ",1,1
4387,"Congress ko oxigen mil rahe hai 

Congress ke pass chance hai model developed kar de 

Appointment dena bandh kar de 

Bring in front Sachin pilot and jyotiraditya scindia ",0,1
4388,Now stone pelting would start against our army just as a gift Ã°Å¸Ëœâ€˜,1,0
4389,"My qs is for prakash, Is there anymore scope left in paper and sugar sector for short term? ",0,0
4390,"Without deposit rate cuts, lending rates cannot be brought down: Arundhati Bhattacharya ",0,1
4391,"A medico here ! 10 hours daily study is must to pass annual exams in MBBS
atleast . ",0,0
4392,I love you ji,0,1
4393,"This should have been announced well in advance
What about people who worked hard on weekdays and waited for Saturday to exchange their notes ",1,0
4394,"Where is swiss bank money and u r thinking the whole country working peoples is criminal 
Where r politions money ",1,0
4395,It's their culture. nobody can't change it.They were notorious in the name barbarians. What they had done to king Prithviraj Chauhan? Nothing new in this,2,1
4396,"Oh man day by day you are becoming more popular among fake feminist and
liberals, 1.5k dislikes is the proof. Take care Bhai. ",0,0
4397,rt @MASK pranab da at #indvspak #indwins via @MASK http://t.co/hpyghnhaxw,0,1
4398,"#vishwavijeta rohit sharma departs, india 34-1 in a #worldcup2015 tie #indvspak http://t.co/djazn3kqxe ",0,1
4399,Tupperware Wala Bottle @MASK Bhai Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š,0,1
4400,Yaa I am frustrated because they r doing inhumanity time and again and wht v r doing...... Peace or something like peace......Exactly all r doing politics and nothing. But solider's life should be on priority and other issues r secondary. When leaders will understand this.,1,1
4401,"It doesn't befits to a man who started his career by performing in Jagrata where he used to sing whole night on loudspeaker to raise questions now on Azaan which lasts just from 1 to 3 mins. Also it would not be the first time he would have heard fajr azaan is he is from delhi. He is a clever man, he know he could also be rewarded like Akshay Kumar in future if he involves in religious debates. ",1,1
4402,Horrible state of common people. All suffering. He has no understanding the ordeal people r going  thru,1,0
4403,A few more lucky terrorists about to get their 72 virgins soon. Ã°Å¸â€˜ÂÃ°Å¸ÂÂ¼Ã°Å¸â€˜ÂÃ°Å¸ÂÂ¼,2,0
4404,Jio to cover 99% of India's population by 2017-end: Mukesh Ambani,0,1
4405,That is too much... Looks like 15 lakhs to everyone ...lol,1,1
4406,"If you can see this man always emphasises on one thing that is to be rational
in every situation! ",0,0
4407,Epic movie,0,0
4408,"Poverty and Corruption are causes of maoist eruption. First free politics from corruption, economy will grow and poverty will be reduced. ",0,0
4409,"Madom Menaka Gandhi...... 
kindly devote your primary attention to protect women irrespective of cast or creed or religion rather than DOGS because human stands higher up than animal. ",2,1
4410,You targetted hindus hajra so please dont play on that harp of pretence. It was wrong enough you commented on a mans dead sons post and stoked emotions. Is it further needed to fuel the fire????,1,0
4411,Dude concept videos are fan made not apple made so don't comment if you don't know anything and lunch nhi hoga launch hoga iphone,2,1
4412,terrible rule. Some people have a passion for cars. Car companies would suffer. Instead why not replace rickshaws with electric Tata Nanos in order to reduce pollution.,2,0
4413,"who is this lady KASTURI ,why is she here ",0,1
4414,India is a country of billions of people... Where millions of them r ready to serve d nation.....,1,1
4415,"And if they are advertising condoms why dont they advertise it in a decent and logical way 
Seeing sunny nude will promote condom ?? ",1,0
4416,"when someone takes yogi seriously,he shouldn't have a problem with Shirish at oll ! ",0,1
4417,There was no fatwa and it has been confirmed... People are being misled by media... Only NDTV had the guts to apologize for this and clarify that it was only an appeal.,1,1
4418,My experience is  that many promoters indulge in financial and related mismanagement resulting in the Company not able to service loans. Personal contacts rather than Strong Balance Sheet  and business prospects were basics of granting loans.,0,0
4419,"Because ashiqui 2 was remake of Hollywood movie A STAR IS BORN therefore that
movie is realistic. ",0,0
4420,"When our elected legislators disobey laws, how will their followers act otherwise ",1,0
4421,Kashmir is muslims country that doesnt mean we thrash non muslms,1,1
4422,He's not even an Indian citizen..fake deshbhakt.Tired of his sorry face.,2,1
4423,AK has defined the politics in India. and every one should understand the difference. Hazare is Sachin Tandulkar for BJP and RSS,1,1
4424,I think she didn't have time for interviews between work and a new baby ... this person obviously has time on her hands to throw her world view on everyone Ã°Å¸Ëœâ€™,2,0
4425,Stringent action must be initiated against bank employees who have been found guilty,1,0
4426,"Gandhi Killer Ram (Nathu) Temple in India......

Big Shame 4 India........ ",2,1
4427,"Bro IAM writting a book whose titile is ""Average - Nah Padna ma Nah Ladna ma""
. It's a story of a guy who is neither smart and neither have guts , he is
facing inferiority complexes and is on a journey to reinvent himself. ",0,1
4428,Watching feom dubai..BJP van lead 1.25 billion then we can rule d world,1,1
4429,"No great work you did modiji,see how many poor people suffered and died bcoz of you. ",1,0
4430,yess broo,0,1
4431,Illness? Didn't modi said that surgery was done because our economy was healthy?,1,0
4432,Nice tq,0,0
4433,Wahh great Japan population less than 40cr India population   120 cr great,0,1
4434,"The same mistakes when Mr. Vajpayee ji was in power, they paid the price for mocking and humiliating a lady. ",1,1
4435,"how, you became cm to pm, by black or white money, declare it.? ",1,0
4436,His songs aren't doing well so as his brain,2,0
4437,Nice I am impressed,0,0
4438,All the khans feel murdered......money printer or hoarder of black money.....,2,1
4439,"Why r u debating this topic???? Why not debating on india economy which is in
icu??? Unemployment???? I dont understand why even ppl participate in like
this kind of debate. ",0,1
4440,Awesome movie,0,0
4441,doubles- wicket: pakistan 102/4 (target: 301) v india sohaib maqsood c raina b yadav 0 (2) yadav 4.4-0-25-2 #indvspak #indvpak #cwc15,0,1
4442,yo yo pakistan bye bye see you again in 2019 #Ã Â¤Å“Ã Â¤Â¯Ã Â¤Â¹Ã Â¤Â¿Ã Â¤Â¨Ã Â¥ÂÃ Â¤Â¦ #indvspak http://t.co/lxmogdmb1v,0,1
4443,She was miss world nd how to represent herself knows better than all of us,0,0
4444,Sitaram Yechury is an amiable person from the Marxist lobby dominated by the hardcore ideologues.As a member of the upper house he contributed very constructively.,1,1
4445,Cry Baby,1,0
4446,Watch Section 375. It's a masterpiece exposing feminism.,0,0
4447,"Congrats Rahul... mummy will be soo happy with ur joke..Ã°Å¸ËœÅ½, best comedian in the ParlimentÃ°Å¸â€˜Â ",1,1
4448,"Where is that illegitimate kid o communists, congressis, presstitutes andf john dayal Mizz Gurmeher who till date don't know whether her father died in Kargil or in encounter with terrorist to meet these people and convince and console???  :/ ",2,1
4449,What nonsense!!,1,1
4450,This is our Media.... These charges have been announced only by HDFC Bank............ and look what this news channel has portrayed to us,1,1
4451,From when did lathi charge and water cannons become illegal . ?,1,1
4452,you are correct in my view iit is under rated becoz we dont give very good opportunities and research facilities to iitian here in india compared to what they get in devloped nation.,1,0
4453,in 1971 we can have kill ur 93000 army but we leave them and not did any bargaining.it is India,1,0
4454,"Now look they are thinking to conquer Pakistan.. Plz army chief of India
select more homosexual in your army.... They have a lot of benefit....  
They have the great annals. ",0,1
4455,Y I don't see common people suffering haan those people who have kept their money in high amount with them are barking alot if u were having high amount of money then u would have put it in your bank account and have paid tax to the government from.starting then we all wouldn't have suffered.....so give chance to him also as we have given the corruption leader in past.....give him a chance might the situation will get changed......,1,1
4456,Keep dreaming guys your army scared to face a Powerful Pak Army...........,2,1
4457,mohammad tauqir bowled round his legs by jadeja. uae- 71/9. #indvsuae http://t.co/6xjho8cvcx,0,1
4458,Modi starer Demonitisation Movie super hit. great collections of 07 days. Breaks world records.,1,0
4459,very nice,0,0
4460,A question this may check hidden money but it won't finish or reduce corruption?,0,0
4461,"Amazon n Flipkart will dominate India, may be paytm backed by alibaba n Snapdeal if merged will get 3rd spot ",0,0
4462,waiting for indian govt. to say kadi ninda for this act,1,1
4463,"Surgical Strike would be a better option as you already have ""successfully"" conducted that.
Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š
But please this time with proofs as you know world doesn't believe on your fake claims. ",1,0
4464,"Hopefully the people will realise the betrayal perpetrated on them. The state of Tamil Naadu is now ruled by a bunch of money grabbers whose head honcho is in jail for the offense of ill begotten wealth. Poverty has not been addressed. Is a TV and mixee adequate comprise for a vote? Time to reject these politicians and move to a new future. POLITICIANS NEVER GUARANTEE OUR FUTURE, ONLY THEIR OWN. ",1,0
4465,Hie sonia IDEA FUT long@108 target plz and voda merger,2,0
4466,"Have only one question...Anna ji.. kejriwal is bad / worse but what about your lokpal bill,ask pm Saab to clear or present in Parliament. ",0,1
4467,Lallantop [#MC](http://www.youtube.com/results?search_query=%23MC),0,1
4468,"Now tell the other people commenting,  that there are temples in Kashmir Rahul Sharma ",1,1
4469,"Stupid statement from an actor. Priyanca is smart girl. Her every statement appreciated all religion.
Sonu should read history a lady first lady Indian went out from thia eart and she listened a sound out from the earth. And the sound is adzan. So where do u want to life sonu?? Even out from this earth u will listen adzan everywhere. Stupid man. ",2,0
4470,One bogus is complaining against the other because of jealousy...,2,1
4471,"not withstanding the sad state of politics, wait for the army's retaliation. I will come back on this very thread then. 

(y) ",2,0
4472,Facebook has major plans for the human brain.,0,0
4473,Evm fully fraud,2,1
4474,"She is a communist fm kerala.she should be working in yemen or afganistan and
not in india.she loves media appearance.she love to stay in india because the
hindus are very tolerant people. ",0,0
4475,if sc st bc mbc have rights to have reservations then Muslims also have rights to have separate reservation since the social status of muslims is lower than bc and mbc. if reservation is not required then give equal free education to all community,2,0
4476,you mean confusing DeMo to confuse the nation left him confused .,1,0
4477,Osam vodeo guyzÃ°Å¸ËœÂ,0,1
4478,"8 years bull run finish 

Its time bear market  is possible sonia? ",2,0
4479,bitter truth...must accept it.,2,1
4480,keep calm and support team india india..india..india..india..india.. #bleedblue #wontgiveitback #indvsuae #cwc15,0,1
4481,"facetious: facetious
fÃ‰â„¢Ã‹Ë†siÃ‹ÂÃŠÆ’Ã‰â„¢s
adjective
treating serious issues with deliberately inappropriate humour; flippant

I am sure every person making rape threats got that ",2,1
4482,Nothing can be heard.,1,0
4483,Manipur Choose Congress..The problem is they don't get the numbers to form government...They(Congress) will be back soon..,0,1
4484,"Have to else all the 19-0, No.1 tag will be for nothing!!! ",0,1
4485,Poor r starving n people r wasting thousand litres of milk on d posters of their favourite actors coz they treat them like God.... It's nt foolishness or stupidity. It's disgusting,2,1
4486,"This is not some mullah nation to jail people for getting seperated. If you want a divorce, man up like every one else, go through the courts, go through counseling, commit to alimony and child support. This is not 7th century. ",1,0
4487,"Anyone who think EVM is tampered please don't caste there vote what more can we say, in our colony people are so obsessed of this so called AAP that our mla from AAP was asked not to come in our colony for campaign so all you AAP lovers I want say what is thinking of a common man from delhi ",0,0
4488,"And yet the first few minutes of the video are dedicated to hate comments ,
such sick mentality!!! Still stuck in medieval times,get some education !!! ",2,0
4489,"We have given chance to corrupt govt for decade's.
It is right time to give chance to right regime govt with good visionary steps ",1,0
4490,Those who dosen't belive.... they r all fraud.... and those who belive....can make hindustan change......,1,1
4491,No share to be more than 5% and no sector more than 12%,2,0
4492,Kabir singh 2019 most overrated movieÃ°Å¸Â¤Â®Ã°Å¸Â¤Â®,0,1
4493,"Fishing for fame. This holy is a dropout druggee who got battered in Tamil
filmdom and wasted her life. Now out of necessity she wants to be some
relevant price of ass. ",0,0
4494,Who is capil,0,1
4495,Kaleem khaja get to know that it is the need ..... We have got to move towards the less cash economy...we have change we can't just keep hitting at the changing world..,1,0
4496,Mr Rahul Gandhi...dont have misconception of being a leader..you are a comedian..stick to that,2,1
4497,"Better than any critics you reviewed the ""Bollywood"" Ã°Å¸â€˜Â ",0,0
4498,"Ãâ€°Ã„Â±sÃÂ½Ã„Â±ÃÂ¸g yÃÆ’u ÃŽÂ± ÃŽÂ½Ã‘â€Ã‘Ây
  Ã¢Å“Â¨ÃÂ½ÃŽÂ±ppy Ã„â€˜Ã„Â±Ãâ€°ÃŽÂ±Ã¢â€žâ€œÃ„Â± Ãâ€žÃÆ’ yÃÆ’uÃ¢Å“Â¨
                   ÃŽÂ±ÃÂ¸Ã„â€˜ 
       Ã¢Å“Â¨yÃÆ’uÃ‘Â Ã†â€™ÃŽÂ±ÃÂ¼Ã„Â±Ã¢â€žâ€œyÃ¢Å“Â¨ ",0,1
4499,Indian army should not have homosexuality because we should keep army pure.,0,0
4500,"Kutte ki tarah pyar lol bc satya vachan bhai Ã°Å¸Ëœâ€š  
Although I will agree with that point of putting item song in nationalism
films also, like seriously bc out of any other genre why Item songs!!? Ã°Å¸Â¤â€ ",0,1
4501,You are the epitome of realism.,0,0
4502,"Well the fact a celebrity or an icon has effects on viewers is very nicely
depicted in Udta Punjab.
Parents at home and teachers at schools should by all means have Moral and
Etiquette development classes to have the overall development of an individual
in order have a kind generous personality towards others so that one doesn't
loose his or her that individuality at their very prone period called
""teenage"" ",0,0
4503,When u have started blak money clean up pl clean thoroughly,1,0
4504,I don't look at this as a battle: Infosys Chairman,1,0
4505,"Honourable President Sahebji Sri.Pranab Mukherjee, as long  the present political outfits like Congress  and its allies  like CPIM CPI and all other petty  local political  parties exist with their selfish motto;,  We as  Indians cannot expect India to become global power. First of all we need country's unity unequivocal  in all respects and steps one takes irrespective  of their's political affiliation. ",2,0
4506,When people will stop listening to your song ?,1,0
4507,Against 2 Army javan we need 200 pak  army killed. ..we need more,2,1
4508,You are great brother,0,0
4509,"He is now desh bhakt & not criminal also...B,coz he join bjp. ",1,1
4510,Ah...  Is it so... Well like I said I don't need certificate from idiots.,2,1
4511,"movie become bluckbuster 265 cr . this is tight slapped to fake fimnist and
librels .specially to fat guy hahahaha ",2,1
4512,love u too shireen. in case u r feeling jealous,0,0
4513,ITC Ltd will have huge loses.,1,0
4514,A real man is one WHO HAS SELF RESPECT ! rather than some random women.,0,0
4515,Absolutely perfect reply,1,0
4516,god saves pakisatn.. dhoni on strike:) #indvspak #cwc15,0,1
4517,Good...more Muslims around the world should emulate the majority of Muslims in India.... throw away your love for terrorism + violence and show more love towards himanity like the Indian Muslims,2,1
4518,Ur joining might hv made app right.so u r wrong in ur decision,1,0
4519,Subhajit Ghosh need to kill atleast 7000 at one go,2,1
4520,"Are you living in this planet or with 72 virgin hoors @MASK ubaid 1qbal,  pls check Google or you tube, you will get what you want there,  how disgusting you people are trying to distort the reality, shame on you ",1,0
4521,Thanks for this video....,0,1
4522,modiji apko kuchha nahi karna he to bharat ki janta ko chhut dedo or bharat ka har admi  pakistan me gus kar mare,1,1
4523,2 mins silence for dose who r in front of them,1,0
4524,"Anna Hazare sponsored by  BJP against Congress , now ask him where his agitation / Dharana in favour of Lokpal ",1,1
4525,"what from  Reddy Apollo Space Station with Nasa collabration -doing a space walk ,cheers to jayashhree--beer campaign started ",0,1
4526,Hi I'm a lesbian and single!!,0,0
4527,The most sanki pm ever.   Everyday changes his statement.,2,0
4528,Wtf... Why is D difference.  Bloody.. no care for soldiers,2,1
4529,"Bhai,absolutely loved this video, well said.. ",0,0
4530,Exactly Ã°Å¸â€˜ÂÃ°Å¸â€˜ÂÃ°Å¸â€˜Â,0,1
4531,Proud of you both hope you will raise your company's  net value and weed out foreign  influence and increase indian economy,0,0
4532,Thank you for enlightening us.,0,0
4533,"Pakistan was made by Islamic radicals, many of them are now trying to create another Pakistan in India. ",1,0
4534,"Hipocrisy at its best by AK and his supporters too , Anna hazre now become budha and chutiya shame on you , friends now corruption by AK has becone fight of justice   wah ",1,1
4535,Looks like in masjids and church people are taught to hate Modi,2,1
4536,"And what about random senior coming to class and changing seating Ã°Å¸Ëœâ€™ were in
reality u need special supreme court order then only students will b like ok i
will sit there ",0,0
4537,Good action,0,0
4538,Ashis Kumar your modi invite us to come we don't bag from poor countries... turkey economy 100 times higher then India.... India still under DEBT of IMF ... Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š,1,1
4539,"BUY PNB AROUND 160.3
TARGET : 164
TARGET 2 : 168
SL : 158 ",0,0
4540,"All Indian army was watching 
Bahubali 2/ IPL during Pakistan army crossed the border and killed two Dogs and mutilated them Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š ",2,1
4541,No. We want the ban nation wide including exports.,1,0
4542,More jawans of indian army ready to go to hell,2,0
4543,"Know indian govt should take strong action against pak govt even they should arrest dawwood.
Lets see know what our govt going to do? ",0,1
4544,@MASK hope so #inshaallah :)))) #indwin #indvsuae #bleedblue #wewontgiveitback #viraaaaaaaat lov evrrrrr hehehehe,0,1
4545,Loved it,0,0
4546,Rocking ..Ã°Å¸â€˜ÂÃ°Å¸â€˜Â,0,1
4547,Funny Video..India respects human rights broÃ°Å¸Ëœâ€°Ã°Å¸Ëœâ‚¬Ã°Å¸Ëœâ€¦,0,1
4548,"Gosh, what an obnoxious woman this Nupur is! ",0,1
4549,"I don't know how i came here ....  
But this channel is great ..  
Bhai mein dum hai yaar ..Ã°Å¸ËœÅ½Ã°Å¸ËœÅ½Ã°Å¸ËœÅ½Ã°Å¸ËœÅ½ ",0,1
4550,good to see @MASK back in squad. #indvsuae,0,1
4551,Bcos Muslims law have strict with good behavior with wife and to save them,0,0
4552,"""Intellectual standard of the one book wonder ."" I like that. Thanks to Arnab ",0,1
4553,When will take him and give similar treatment... most deserving !!,1,1
4554,They not gonna do that...blood in their eyes now,2,1
4555,"We also have brain, we can understand the story we can enjoy the movie. Do not need anyone's review. ",0,0
4556,Provide shelter to terrorist..A person who's entry was banned in UK nd US cz of murder of thousands of Muslims is talking about terrorists nd terrorism,1,1
4557,The U S Government of Donald Trump will do nothing,2,0
4558,U talk too much y don't u stand at LOC n feel the pain n let ur butts burn thn u will cme to knw wat is real ...,2,0
4559,"Who are ashamed of him, chamchas of keeji. ",1,1
4560,Time to loudly denounce that kind of element who are threat to humanity.,2,0
4561,One sane individual..thank you for a glorious reply.,0,1
4562,Cowards attack and jately only speech. Come on let action talk,2,1
4563,Dude pay in rouble if it still has value !!!,1,1
4564,he is a half learned and biased view person.....his views r now a days baseless.....it reflects his biased view  and one sided thinking,1,1
4565,Wa ra ChamchA free download lies of kejriwal 420. Stop fooling yourself AAPtard,2,1
4566,"Don't forget, you are learning anti humanity lesson in your madaresa class ",2,1
4567,"Nupur 10 - kasturi 0  
Ã°Å¸Ëœâ€š ",0,1
4568,I live beside a masjid they scream five times a day and it's very disturbing ...All Loudspeakers should be banned irrespective of religion,2,1
4569,Sam2u,0,1
4570,"Mere dil ki baat bol di
I told these things to my friends but everyone stopped talking to me after
thatÃ°Å¸Ëœâ€  ",0,1
4571,"No who said,  but better than AAP ",1,1
4572,I was literally waiting for this video from Shwetabh,0,1
4573,@MASK Chk Ã°Å¸â„¢ÂÃ°Å¸â„¢Â,0,1
4574,@MASK Point Thanks,0,0
4575,Our markets needed more antivirus companies in the listed space !,0,0
4576,"Anna Hazare is solely responsible for creating a monster ""Kejriwal"" who has crossed all limits of stupidity. ",1,1
4577,Perpetual liars. Kasab was not a Pakistani. So many of them.,2,1
4578,Why have we not questioned the corruption by previous government from the time we achieved Freedom. I am a common man and salaried. I have been using my debit card and bank account for transactions...dont blame it on this man who has the guts....,1,0
4579,There is no body in this  country to feel the pain of our soldiers,0,0
4580,"Netas of every party are not under check. If public servants are humiliated in public view, law and order can never be established. ",1,0
4581,Good review Ã°Å¸â€˜Â,0,1
4582,Can we expect rally in infy and tcs along with Wipro tomorrow,1,0
4583,Why isnt Anna asking BJP to implement Lok pal bill ? Why isnt he doing any fast to force Bjp to get back black money from swiss banks ? Anna did all the drama to remove congress but not to change the system.,1,0
4584,f*** y** AG,0,1
4585,"Leave the Cow's alone, Gau rakshaks need them ",1,1
4586,This news will be valueless..  (He could mentioned in Our dream..)Ã°Å¸ËœÂ,1,1
4587,Shubham Singh all business are down by 80% and GDP is going down and you are saying India is growing. Check the facts before posting,2,0
4588,All the policies are hellbent on collecting Tax from the common man and the employed who are sincere tax payers. The Industrialists are not at all touched. Very very bad.,0,0
4589,"Opposition does not understand that this step is political disaster but national building 
... PM has proved that he loves country more than his political future ... great going sir ... ppl will recognise your sacrifices ",1,1
4590,"What about Goa please ?????
This is for only 2019 . Chaddi dharis have no respect for cow . Had it been so they would have banned in Goa and North East.
THIS IS ONLY election purpose for 2019 and nothing else . ",2,1
4591,I can't even expect much better from the blind followers of him.,1,0
4592,"I'm from Afghanistan and grew up and living among Afghans
Here you will find love for india in the heart of every single Afghan and will find hate for hypocrite Pakistan
I think we should not waste time on whether Pakistan is terrorist state or not Bcz everyone knows that Pakistan is not only supporting terrorist but Pakistan itself is terrorist 
It's just time to take action against it 
Long life india Afghanistan friendship and brotherhood ",2,0
4593,umesh strikes double !!! uae 102/10 #bleedblue exclnt bwlng by ash jaddu mohit n yadav #indvsuae,0,1
4594,PM MODI foolish the people of India by his word really nothing's changed,2,1
4595,Eagerly waiting for this video thanks for your response bhai love uÃ¢ÂÂ¤,0,1
4596,"Whole India vl support you , except black money ppl vl against you ",1,1
4597,"@MASK Kumar And Preeti had none of that , she just had some Stockholm
syndrome ",0,1
4598,You are very truthfull and you got a certificate that you are an indian. :) like these people having certificate with 11 cases of murder etc. Google it.,1,0
4599,Indian Express you are making it viral like you made Cheep Thrills !!,1,1
4600,Well you pour money for medals but no money for education of poors shame on govt,2,0
4601,Pls don't poke your nose in Kerala issues we know how to solve and rectify the issues. The problem with sanghis in Kerala is that not like other states here if they kill any one the Cpm tallies it. So the sanghis are crying bcs of it.,2,0
4602,Puppies should be left alone? ?Ã°Å¸ËœÂ ,1,0
4603,Yadav hang aapproved by military  court.military  court  always   use for military  personal.yadav is military  man.it's  always universal  in the world. It's  not new.,1,1
4604,you are  a wine drinker william ....so we need not listen to baby boys .....first wear your diaper properly ...rest in peace in the bottom of the grave,2,1
4605,Thanks for punishment,0,0
4606,"Look: stop cursing him! Pray for him instead. He is poor. He is suffering from down syndrome. He is in a dire need to be heard. His career graph is in nose diving mode. He is restless. He is desperately seeking attention from the ""Sangh Parivar"" to be adjusted in the Rajya Sabha and all that.
He fears lest Abhijit wins the Sanghi heart before he wins.

Thank you ",2,1
4607,"Ranga - Billa Arundhati Roy  
Ranga- Billa Rahul Gandhi  
Ranga - Billa SoniaGandhi  
Ranga-Billa Owassi  
Etc etc etc ",0,1
4608,"Care for cows, dogs n even cats but not humans who are not hindu. This mann ki baat wud ve been much more interesting if only animals followed religion too Ã°Å¸Â¤Â£ ",1,1
4609,For Muslim killing non muslim is pride way to go to heaven so why  You are sad.,2,0
4610,Damn boring episode !!,0,1
4611,Good job bro. Keep up updated,0,0
4612,Ranu Mondol I hat you,0,1
4613,"While some are busy fighting over fictional tales, there are some who are fighting for real people with real rights! This man! Ã°Å¸â€˜Â ",1,0
4614,Thanks shwetabh Bhai Ã°Å¸â€˜Å’,0,1
4615,"72 million are on prime ?? ha ha ha ....What a joke !! How many 4g VOLTE phones exist in India ??
Feku's disciple Reliance heading for the dustbin. ",1,1
4616,"AAP ALSO RYT THAT THEY DIDN'T INCLUDE U AS U R AN AGENT OF BJP...
WHY ARE U SILENT ON LOKPAL NOW MR.HAZARE??
WHY U WERE SILENT WHEN BJP TOOK ACB FROM DELHI AAP GOVERNMENT? ?? ",1,1
4617,Yogi adityanath should be cm candidate from bjp side.......bjp do not trust yogi adityanath or fear of yogi in national politics.....adwani was hardcore hindu but modi was more than adwani...  if yogi got huge support from ppl then modi chair will be in danger,1,1
4618,I am man...and with feminists,0,1
4619,Person speaking is taking off job of so many people just by twisting Govt policy. Not fair Business man,0,0
4620,Hey i live in NCR...i have not seen 500 rs noteÃ°Å¸ËœÂ£,1,1
4621,Most irresponsible ex cricketer of world.,2,0
4622,"I have Listen your speech in RS on GST. Your speech was very effective, precise, concise, accurate and appreciate able . You are really very intelligent man . We are proud of your wisdom and knowledge. ",0,0
4623,"Anna hazare only wakes up from his sleep when he wants criticize others like congress, arvind, etc buts goes to sleep when it comes to bjp. He is the a drama king without a crown..... ",2,1
4624,Eric Lopez when did I say I supported terror. The FACT is all of the region was once Hindu/Buddhist then Islam invaded and either killed or enslaved. Islam brings no good to any. No. Name a Single benefit it offers.,2,0
4625,she is screaming like a pig went under the tyre.,2,0
4626,What kind of media is this!!first they make headlines of indian soldiers being killed by rocket launchers n now about mutilating their dead bodies....this can happen only if Pak army crosses LOC....btw it looks like a #RealSurgicalStrike with evidences on indian media,2,1
4627,This fellow is communal!,2,1
4628,Jio very slow network ... Survey is wrong,2,1
4629,Share dis to evryone..,0,1
4630,Very good,0,0
4631,"Bullshit advertisement of tinder on filter copy and patakha  
And making me insecure all the time to have a date with someone which I don't
get ",0,0
4632,"Pak Army intruded into Indian terrirtory, killed indian soldiers, had some laugh cup of tea with biscuits, mutilated their bodies and went back to their barracks, now tell me while this all rubbish was happening what were indian border forces doing watching mia khalifa and sunny leone? ",1,0
4633,He tweeted on usage of loudspeaker in azan not about azan Ã°Å¸â„¢ÂÃ°Å¸â„¢ÂÃ°Å¸â„¢ÂStop misguiding people,2,1
4634,You can't spend an hour with a puppy and rush off to work :x,1,0
4635,You are good good good good,0,0
4636,"Most modi bhakts are biggest c and hate mongers of the era how comes pk was insult to Hindu God? 
It was a lesson for the people to not fall in the trap of dhongi babas and yogi all. ",1,1
4637,10 inch mouth haaaaa,0,1
4638,Kevin Gaskin.  Good luck with suing our Founding Fathers and the U.S. Supreme Court!  It's your ignorance that has you living in our Christian Nation without taking time to educate yourself on the basics of its foundation.,1,0
4639,Thank you Bhai,0,1
4640,"What bloody nuisance illwill person he's talking about , do some alien came from space on the LOC and committed this heinous crime. ",2,0
4641,the most hard working and non corrupt PM ever India got..,1,0
4642,awesome ...,0,1
4643,This fu....s lutyians should be first removed from NPR,0,1
4644,Good starting.,0,0
4645,"Plz review sir  
Interstellar  
Old boy  
Gangs of wassepur  
No county for old men  
Godfather 1.2  
Fightclub  
Silence of the lambs  
Memento  
Django Unchained  
Slumdog millionaires  
Inglorious basterds  
Se7en  
Departed  
The revenant  
Inception ",0,1
4646,"I am happy to see officer in tears. The police becomes so aggressive and abusive when some poor, helpless common men come before him. Without listening they start thrashing to aam aadmi. When such goon behaves in this manner they now realised plight of poor man. This lady does not deserves police uniform, better she be posted in HQ, a peaceful tenure. ",2,0
4647,Nobody will talk about the Muslim goons who threw acid bombs & stones at the procession,2,0
4648,Watching from USA kajriwal is not a working guy he has big mouth,1,1
4649,Hindi old muvi,0,1
4650,Heard Bull trap Bull trap since few days.. is this really a good situation for that or bear trap will b much profitable.. I mean bulls were trapped on 89 & weak hands must b already out.. isn't this situation dangerous for bears .. What more u can take from weak hands :-),0,0
4651,#indvsuae s jus for a formality :) kudos to #india in advance :) better do watch #ausvnz,0,1
4652,we are & we can deal Pak Army Appropriately but we have to  deal equally with Pak Rakshak Gangs in our soil,1,1
4653,Not surprised! Perhaps u did not hear d news of launching of cow -ambulance service in UP recently. No ambulance service for poor n needy but focus is on cow.Ridiculous!,2,0
4654,I absolutely agree. Bahubali - The Conclusion is something India must be proud of. This shows that we're ready for the international market.,0,0
4655,"What he spoke on last friday was not as PM of our nation, but just as a congress leader only..so immature even after 9.5 years of ruling. ",1,0
4656,Fake,1,0
4657,Support from all over the world except Pakistan and China the head ache of world community,2,0
4658,throw the crushed paper int he basket -please -clean india movement,0,0
4659,100 percent accepted your words,0,0
