,Unnamed: 0,id,tweet,aggression,codemixed
5178,5178,1.5794699064496906e+18,"@MASK People think demonetisation is a waste of exercise  Actually it provided enarmous data to improve tax collections and improving systems   In digital world it is very tough to ersae our foot prints  Once block chain intgrates the systems, it will become  impossible . ",0,0
4384,4384,1.585909203637457e+18,"@MASK Hello,  Please send someone to review that past i have emergency, try understand me",0,0
45,45,1.5815822236562555e+18,"@MASK @MASK That's because they are blind. The reality is that India's inequality, poverty, corruption and unemployment have reached an all-time high, starting with demonetisation. COVID did contribute, but not as much as human greed and indifference. ",1,0
3080,3080,1.5835942285836083e+18,"@MASK @MASK I’m a Marxist, I use neither ethics nor morals as my reasonings for support of movements, only insofar as they are materially progressive or regressive. Anti colonialism is progressive, period ",1,0
4174,4174,1.173840445589209e+18,@MASK There are so many undertrials with worse afflictions! Age n ailment cannot be factir for deciding criminal procedures!,1,0
4341,4341,1.585911260381872e+18,@MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK Ok half the problem is  people can’t get doctors appointments so end up in accident emergency sort the local doctors out so people can appointments,0,0
1510,1510,1.598631682063622e+18,"@MASK @MASK Used to be that one’s nationality was the same as one’s father. For example my father was born in Thobba near Peshawar, then India. But his father was British serving in the British army in the British Raj. So my father is British. But by current standards he would be Indian. ",0,0
2324,2324,1.583547176713474e+18,Don’t worry about a little mild myocarditis heart inflammation you should be concerned however with cold/flu like symptoms. - the covid19 experts,0,0
2873,2873,1.5390533270019195e+18,@MASK We have nothing to do with whom they marry at what age. The problem is producing dozens of children which can controlled as government brought triple talaq,1,0
2190,2190,1.583575537595089e+18,@MASK @MASK Lets not forget how he partied during lockdown when families couldn't sit with their dying loved ones or have proper funerals for them . Bringing him back will be madness it's like sticking 2 fingers up to all those families but sure you don't care like he didn't and doesn't,2,0
4483,4483,1.5858452675760333e+18,"@MASK In our Hindu religion, its biggest sin to malign departed souls of ancestors. Cant understand why BJP is always calling Nehru, Gandhi for shelter? Would have been better for democracy if all political parties talk of their own regimes.",1,0
2802,2802,1.5831976469775278e+18,"Just watched a video from India where some men & women taking off Niqab and Hijab of Muslim women by force while they try to cover their head and face as much as possible.. and all I can do, is cry and pray for them. ",1,0
31,31,1.5816725791729664e+18,The Supreme Court has issued a notice to the Central Government and the Reserve Bank of India (RBI) on demonetisation. A five-judge constitution bench has asked by November 9 to state under which law the Rs 1000 and Rs 500 notes were banned. The court has asked the government,0,0
2006,2006,1.5834263106630735e+18,"@MASK Seems like it would make more sense to keep the ""migrants"" out of our country. ",1,0
4840,4840,1.580517141048365e+18,"@MASK @MASK @MASK get set go ,revise the GST and help this bank, start looting us legally. One more demonetisation cancel Indian Rs bring Dollar... ",2,0
2606,2606,1.583735891515781e+18,"@MASK @MASK @MASK @MASK It was literally a lame 3-second joke.  One of the Loudoun County school board meeting moms (who is a Muslim immigrant, btw) had “Domestic Terrorist” T-shirts made.  It’s been a running joke ever since that letter the National School Boards Association sent to the DOJ got leaked. ",0,0
2751,2751,1.5832189817246228e+18,"@MASK @MASK @MASK There is no ""we"". We Iranians might hate the mandatory hijab law and the ghashte koshtar and them fuckin mullahs; but one thing is for sure; we don't like gay degenerates either. We're still a society with proper family values. Keep your degeneracy to yourself. ",2,0
5011,5011,1.5801220704818954e+18,"Crux of arguments made by @MASK in SC in #DEMONetisation  Case.   Important Documents are not placed in public record.   1. The letter originating from Govt to RBI seeking recommendations from RBI for demonetising 500 &1000 Rupees notes, dt. 7th November 2016 ",0,0
5168,5168,1.5795933570008678e+18,@MASK @MASK demonetisation isn't just an issue with Youtube creators. We're also having major problems with demonetisation in google merchant and google support unable to help. All they can do is suggest silly workarounds. Anyone else having issues?,0,0
2982,2982,1.5769400084511498e+18,"@MASK @MASK @MASK We are not part of such a mob like M  But we will protect the Hindu girls from these M boys who have nefarious reasons to come to garbas for L Jihd  They came with fake IDS  They perved, gawked & took pics of Hindus Girls So many Hindu girls are being Keeled for Love Jihad by M ",1,0
255,255,1.5820196119138796e+18,"@MASK @MASK @MASK @MASK The world runs on dollars. Who is the only country allowed to print dollars? US is responsible for global inflation, period. ",1,0
3685,3685,1.5858675040100147e+18,@MASK They don't deserve to play IPL,2,0
2777,2777,1.5832071118442988e+18,@MASK @MASK @MASK from where you get this? this is absurd. all religion around the world have rules.  that doesn't change that a muslim women need to wear a hijab  so......,0,0
1749,1749,1.5763243114254828e+18,Open defecation has become a business of the day in Yendi senior high school due to luck of toilet facility for both boys and girls and we are therefore appealing for a toilet facility to curb this menace @MASK,0,0
1807,1807,1.5724608620778043e+18,Romanticizing open defecation under heavy rain to enjoy the melancholy,0,0
3383,3383,1.5811718884115415e+18,Basant: Whether the accused deserved to be prosecuted under the draconian UAPA law is to be argued on merits.,0,0
4664,4664,1.558660321996587e+18,"The word three is in itself an evil, and a flag having three colours will certainly produce a very bad psychological effect and injurious to a country ""  - Golwalkar July 17, 1947 (Organizer)",1,0
1241,1241,1.5463674002281267e+18,@MASK ENJOY THE URBAN FLOODS KARACHIITE &gt;:'(((,0,0
3912,3912,1.58567497142229e+18,@MASK @MASK I don't understand why you would need that many years? It's 12 teams and each will everyone only once. This can wrapped up in a shorter time span than the IPL,0,0
427,427,1.5819995197297132e+18,"@MASK Maybe ""we"" should stop believing that inflation is a result of low rates and not historically high corporate profiteering. Maybe ""we"" should recognize a capital strike when it's happening in real time. ",0,0
4133,4133,1.5463258494983575e+18,"So, other judges decided that they will decide by majority and will make all judges sign the verdict instrument of Tokyo Trial. Justice Pal did not sign and his decision was printed separately.  Justice Pal acquitted All Japanese undertrials from the charges of war crime.  8/",0,0
1976,1976,1.583430447270629e+18,"Now that NY set up tents & accommodation for migrants, things have slowed down. I kinda knew that would happen. Fake Abbott is a huge SOB. Playing games with people’s lives. ",2,0
1925,1925,1.575165744320348e+18,@MASK Look is stupid,1,0
5424,5424,1.5835746736771604e+18,"@MASK another day of thinking about codys guilt & survivor complex oh noooooo this guy sends his brothers to their deaths but in ways that would kill the least number of them possible and even though he’s on the battlefield right beside them, he never seems to die. ",2,0
3317,3317,1.3635446727071127e+18,"@MASK @MASK @MASK @MASK My nation is regarded as developing country instead of developed one. But still I'm a proud Indian. Progress has leveled up since Modi became our PM. Just because people are opposing farmer's bill, doesn't mean Modi did nothing for the progress of our nation! ",0,0
22,22,1.5818816476070543e+18,@MASK Makes one realise the futile exercise of demonetisation to abolish black money,1,0
2114,2114,1.5834132578468168e+18,"@MASK *migrants. And no, Swedes are a minority in Malmö today, and if the demographic change continues swedes will be a minority in the entire country by 2050. Results are the same. ",2,0
418,418,1.5819995515855217e+18,@MASK get inflation down to 2% - then real interest rate of +3%  problem solved,0,0
3351,3351,1.3600503333517476e+18,"@MASK @MASK Accordingly all the Grocery store have been shut down bcoz now  everything is available  at online platforms .That’s the reason Congress is lagging behind ...you should demand genuine reforms like including courts,regulation but no you simply want to remove farmer’s bill. ",1,0
1164,1164,1.5806142854491136e+18,@MASK @MASK Looks like Dhulia thinks this way of secularism judgement by him will get him CJI post,0,0
114,114,1.5809357215858893e+18,"@MASK The real truth is that India's economy has lost its luster for a few years. As it stumbled through a deep recession and credit crunch, the country lost its economy due to demonetisation and GST. The banking system is struggling to bring back cash after demonetisation. ",0,0
5245,5245,1.579007787375333e+18,@MASK @MASK Terrorism was contained in Nov 2016 itself. In fact that was the objective of demonetisation. The Govt claims even today that it was able totally cut off money supply to terrorist organisations  in the country.,0,0
5287,5287,1.5783254424065393e+18,"For Modi, his mother is an election material.  He will only remember when elections are around the corner  He made her to stand in a long queue during demonetisation.  And  When was the last time he met his mother??? ",2,0
2367,2367,1.5835441684496425e+18,A FLU CAN NOT GIVE U SO MUCH FEVER LIKE 105 ?  THIS IS OTHERS THINGS ARROUND THE CHILDREN AND ADULTS WE NEED TO PROTECT OUR CHILDREN@ THIS MEN@WHO MADE THIS VIRUS 🦠 SEND SOMETHING VERY STRONGER AND WORST THAN@COVID 19 BE ALERT 🚨 IT IS ⚠️ DANGER,0,0
980,980,1.568965198811386e+18,"@MASK Only womens are getting into marital rape, why not mens.. this will create adverse effect in the humankind.. ",1,0
2590,2590,1.583736436716544e+18,@MASK Why don't they have beards if they are Muslim?,1,0
1725,1725,1.577189359773569e+18,@MASK Today: India declared terrormata by UN  India open defecation numbers up  Kashmir rejects india  Khalistan rejects india  Indian submarines leak Bulldozers on way to demolish temple,2,0
601,601,1.5820031786727793e+18,@MASK @MASK This should work out as well as eliminating rape.,0,0
2671,2671,1.5837335425758287e+18,@MASK @MASK I can’t see Muslim children being taken to a Christian church and asked to pray. Integration is only being formed in one direction.  Muslims are not integrating with Christianity because Islam considers that Christians are infidels and must be shunned.,0,0
5111,5111,1.5800695951884493e+18,Chidambaram: 1978 demonetisation was by a separate legislation of parliament.. ordinance followed by act. In 1948 or so there was another demonetisation by a separate act.   #SupremeCourt #Demonetisation,0,0
3715,3715,1.585852571713155e+18,@MASK @MASK Hope he gets into the leagues Ian especially BBl and Ipl which may boost his preparation,0,0
3299,3299,1.3666719859634583e+18,@MASK You are the one who's spreading lies about the farmer's bill and stop playing your favourite victim card.,1,0
410,410,1.581999616974721e+18,"@MASK @MASK @MASK As we ALL know, inflation isn’t caused by the president ever. No matter who it is. In this case, it’s caused by post-pandemic supply chain issues and the Russian’s war in Ukraine. The ENTIRE world is suffering high inflation. Explain how Biden is responsible for that! (He’s not). ",0,0
2652,2652,1.583734320560472e+18,@MASK They're the same muslims who were introduced through the sport through khabib vs conor but now that khabib is retired they don't watch it anymore but they'll still look out for comments saying anything bad about khabib so they can suck him off,1,0
2112,2112,1.58341404307925e+18,@MASK @MASK Well done Tony. I'm still waiting to see one in the UK!,0,0
1277,1277,1.545672675334439e+18,"Friend & journalist @MASK predicted in Jan / Feb about rain & flood specially in Urban areas during monsoon season. Few ppl micked when I shared on twitter. But, now he is proving correct. ",0,0
548,548,1.58200502706901e+18,@MASK @MASK @MASK I agree. But one big problem some women uses rape wrongly which means some innocent men will die.,0,0
4882,4882,1.5804035817267937e+18,"Shallow knowledge is dangerous. They read up a book on management & pick words like ""disruption"". Then apply it in any context. Remember demonetisation the disrupter? Shallow knowledge applied agnst RBI board advice. They said disruption will help. No, on the contrary, it killed. ",2,0
2381,2381,1.5835432861529784e+18,"@MASK @MASK We must remember that Ramaphosa went to Saudi Arabia during Covid19 and they gave him billions and now it's pay back time. Actually, those billions never helped SAns and I guess it was about his self enrichment. This is not new, planned long ago when he took their billions. ",0,0
5015,5015,1.580119716424663e+18,"Justice Ramasubramanian: Curtain was drawn on fake currency. The counterfeit notes could not be brought to be exchanged, to that extent, was it not tackled? Since they could not be passed off?  #Demonetisation #SupremeCourtofIndia ",0,0
2884,2884,1.5798173077147525e+18,"@MASK Hinduism won't be affected by these few fools dropping the photos or idols of our Gods. What religious authorities like a ""Mutt"" or a well known Hindu seer can do is - take in writing that they will never do ghar wapasi. ",1,0
1029,1029,1.5688881545429975e+18,"@MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK leaving section 375/current debate upon the marital rape aside, let's talk about YOUR tweet, it's fully wrong. ""if men are rapists, why 'wymen' marry with men"". ever considered the bit where some young girls are forced to get married right after they turn 18? plus child marriage ",1,0
1339,1339,1.303052393261736e+18,"@MASK @MASK @MASK @MASK Let's see who people are angry at when we have the next batch of floods or wildfires in the UK... Nice chatting anyway, I do believe we are on the same page really ",1,0
3662,3662,1.5858788646305382e+18,Incompetent ICC organizing a World Cup during rainy season in Australia & this was expected in advance.  Held hostage to Big 3 politics as it cannot even make the major boards accept a schedule that at least saves  a prime window for WC.  IPL gets a prime time window though.,0,0
213,213,1.582019859764097e+18,"@MASK @MASK The government is not in charge of making decisions, the bankers are. Did you miss what happened in the UK? ",0,0
2314,2314,1.58354779061735e+18,"@MASK @MASK @MASK @MASK @MASK “At the individual level, immunization prevents not only COVID-19-related myocarditis but also severe disease, hospitalization, long-term complications after COVID-19 infection, and death. ” ",0,0
5226,5226,1.5790840674205775e+18,"@MASK @MASK @MASK @MASK @MASK @MASK @MASK Demonetisation wasnt necessary, Killing taxes is necessary. India bungled up Covid with Brutal lockdowns. Those who had to die, died. Vaccines were built by private enterprises with bill gates money, Modi just plastered his face on them, when delta came. the coward disappeared. ",2,0
902,902,1.5754364316562924e+18,"@MASK @MASK But how will the court, at first instance prove 'marital rape' ? Will it wait for husband to adduce his evidences? What if the due course of proving takes long and the decision to abort becomes meaningless ? And if only wife's statement is relied upon, then it is open to abuse... ",0,0
4600,4600,1.5858692927880315e+18,"@MASK sir , please write a book or co-author a book with someone which should tell us your journey and stories of different parts of India you visited during #BharatJodoYatra .   Make it an unpolitical book as Nehru's ""Discovery of India"" is . A request from an Indian Bro!",0,0
2586,2586,1.583736592321024e+18,"@MASK @MASK @MASK You are a Hindu extremist, funny how you equally hate Muslims , Christian’s and gays and still shit on Islam , cause it defines yoru existence lmao ",2,0
519,519,1.582005861735547e+18,@MASK @MASK Stop defending rape with racist speeches.,1,0
1678,1678,1.581968834063663e+18,"@MASK President that cannot openly condemn the lynching of a citizen by fanatics, is that one a President?..God forbid!☹️ ",1,0
5006,5006,1.580123126427693e+18,#Demonetisation majority of people shifted to below poverty line from lower middle class after this demonetisation,0,0
5343,5343,1.5773578820852326e+18,"#avarodhs2  At the time of demonetisation i haven't felt bad, but I don't know the reason, after watching this series, I so thankful to @MASK ji and rest super staff and brave army team, who saved us from economic disaster. Hatsoff ",0,0
2526,2526,1.582074501785088e+18,"@MASK Why is ur entire conversation about others giving your opportunities? In a capitalist economy, why is there not a single dalit entrepreneur? The reason is mindset. A community that only knows how to whine cannot actually learn any skill good enough to build soemthing on their own ",1,0
5404,5404,1.5835756983413883e+18,"@MASK All about you as always. People died who shouldn't have because lockdown was late. Hovt pushed hospital discharges which killed care home patients. The lockdowns didn't kill your business, incompetence, Brexit and chaos under Johnson and his acolytes did. ",2,0
5012,5012,1.58012177129003e+18,Court: Are Union's pleadings complete in the case?   AG: We will take stock on all of this.   RBI: There's not even notice in the new series of matters that came after legislation.   #SupremeCourt #Demonetisation,0,0
5,5,1.582016145317847e+18,"@MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK This is how the money made after demonetisation, pm care funds & undisclosed donations used to win elections or the candidates. ",2,0
5358,5358,1.5769835310999183e+18,@MASK And thank god they were kept after demonetisation 🤣🤣🤣🤣,1,0
1293,1293,1.5449296138972897e+18,"•In the final objective, a near-real-time flood forecasting system has been developed with numerical weather model-based rainfall forecasts and the impact of urbanization on rainfall extremes to deduce the best urban canopy scenario has been examined. ",0,0
2149,2149,1.583577920303661e+18,@MASK That’s why you drove them out of business by your stupid lockdown,1,0
4443,4443,1.5848395349065933e+18,@MASK @MASK @MASK Indira Gandhi imposed an emergency but who passed the order? It's then President of India. Educate ur self,2,0
2757,2757,1.5832156441491784e+18,"@MASK I count fourteen women and girls in that food court, in a few seconds footage, openly eating their meals without their hair covered. The Hijab is the Berlin Wall that is falling. ",0,0
4998,4998,1.5801259875089203e+18,"#SupremeCourt asked Centre & RBI to file comprehensive affidavits on its decision to demonetise Rs 500-1000 currency notes. SC also sought details on the Centre's Nov 7, 2016 letter to RBI, RBI Board decision taken a day later, and the subsequent announcement of demonetisation. ",0,0
2519,2519,1.5836679623217193e+18,"@MASK @MASK @MASK Untouchable, unseeable, unbreathable, .marry a dalit girl or marry your sister if she want to marry outside the caste, and then say all are hindu. ",1,0
3879,3879,1.5856835252145723e+18,"@MASK I don't think it's a discrimination. It's a decision based on the state-sponsored terror attack by Pak. Moreover, if pak players are self sufficient with PSL, there should not be a discussion of not playing in IPL.",0,0
3446,3446,1.5808395327859917e+18,"Wow what a princely sum! Uapa for some, 800 for others. Well done again UP. ",1,0
4506,4506,1.5858378266958684e+18,@MASK 😂 a hammer sees everything as a nail to hit it in the head! 🤦🏽‍♂️🤷🏽‍♂️,0,0
1396,1396,1.6007865894869688e+18,"Dear Indigo,  Please properly train your cabin crew to speak correct Hindi specially while announcing something related to our nationality, our culture and for our Indian Army.  #JaiHind  @MASK ",0,0
794,794,1.581026024690946e+18,@MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK Keep pretending Rape Boy. Someone might believe that you haven't repeatedly advocated marital rape.  *Kisses*,2,0
1137,1137,1.5806265177676513e+18,"@MASK @MASK @MASK You can go into the public under secularism. You can have churches and Tempels what ever you want. Under christian law, could I open a temple of Satan an praise him etc? Nope. ",1,0
2336,2336,1.583546714535121e+18,How can Nigerians forget so soon what this government did to us during covid-19? They hid food supposed be to Nigerians leaving is to die in hunger. You support APC? You must be heartless.,2,0
1809,1809,1.5722700689602107e+18,"@MASK @MASK @MASK @MASK Dear Team, Thank You for the great work you are doing. COULD YOU PLEASE CHECK AND ENFORCE RULES TO STOP OPEN DEFECATION AT BABUGHAT PRINCEP GHAT, EDEN GARDENS AREA. The current environment is terrible and will lead to diseases ",1,0
2849,2849,1.5403742175558615e+18,"@MASK @MASK Sanjay, remind me again, which party fought tooth and nail to prevent triple talaq from being outlawed. ",0,0
5081,5081,1.5800809182992837e+18,"Divan: Out of that, some may not justify leniency because they might be unauthorised but in genuine cases like mine with full disclosures, they have been shut out.   It's a question of my hard earned money. These dimensions are not at all academic.   #SupremeCourt #Demonetisation ",0,0
4385,4385,1.5859091782035087e+18,"@MASK @MASK @MASK No they used it under the guise of emergency powers to try and crush the protesters Democratic right to protest, in Italy the over 50's who chose not to be vaccinated were threatened with fines the fine would have been TAKEN direct from bank accounts, this is my point.",0,0
2791,2791,1.5832006822905324e+18,"On the opposite extreme though, some male nutcases genuinely think the hijab is a source of oppression because no woman in her right mind would want to wear it.   That's not for you to decide, please stay in your lane. ",1,0
69,69,1.581288072527741e+18,"@MASK @MASK @MASK Hello sir, I think u r unaware with the meaning of the word probe as well as the intensity of this petition. As here it's not about government breaching any protocol, The High Denomination Bank Notes Act was passed in 1978 to make demonetisation possible at that time. ",0,0
3263,3263,1.5858679467520243e+18,"@MASK You guys blame RSS even now for Gandhi, it is fair game we blame Nehru for giving away Pok and Aksai Chin and meekly surrendering to Abdullahas ",2,0
2036,2036,1.5834232286469527e+18,"@MASK I'm tired of only getting fed the Communist Party candidates Tweets. The constant ""Republicans are going to kill granny"" messaging is a blur of the past of Democrats weakening the safety net by putting illegal migrants first ",2,0
5380,5380,1.5835772358645514e+18,@MASK That seems a little like calling Covid restrictions during lockdown ‘segregation’.  :/,1,0
1787,1787,1.5743340319315067e+18,It was a great experience engaging with the Executive Secretary of the board and am excited about the new partnership we are working on to support government effort in tackling #OpenDefecation in public schools in the state.,0,0
3611,3611,1.5858462566725755e+18,"@MASK @MASK @MASK @MASK everything is improving but for Paytm Post Paid! I have highlighted several loop holes whereby criminal has logged in w/o QR code scan from Paytm App in my mobile, SIM number not verified and still you have not taken any action, worry about what is happening in Paytm instead!",0,0
5058,5058,1.5800886408811848e+18,"Chidambaram: They are saying- fake currency, black money and terror funding.   The fake currency eventually turned out to be 0.0027%.. absolutely negligible.   Black money.. within days and weeks of this demonetisation, IT department siezed unaccounted money in the new 2k notes ",0,0
3973,3973,1.55518584675985e+18,"As per the prison department reports, a total of 1,12,480 prisoners were lodged in 64 jails across the state as on March 31, 2022, and 85,181 of them were undertrials, whose strength was more than three times the strength of convicts (27,299)",0,0
3031,3031,1.5804354604253225e+18,@MASK learning in English medium can open doors of world for Dalit and adivasi. Then they can break hegemony of few.,0,0
1770,1770,1.5749094985940582e+18,"@MASK What karmic vengeance should be assigned to the daily rampant senseless violent riots homicides property crimes mental illness homelessness open defecation urination drug use poverty malnutrition school to prison pipelines, ad infinitum, in top to bottom democrat run cities? ",2,0
3321,3321,1.3632631890230395e+18,"@MASK 2/3 - there are some but what about demonetization, triple talak, GST, Farmer’s bill, land bill, article 370... can you suggest any of this bill have any positive impact on Modi’s vote bank. In fact it’s all negative. He lost few states and almost lost Gujarat ",2,0
1090,1090,1.5806837922218885e+18,"Here's a hot take: The doctrine of the rapture can't be found anywhere else in church history, and the only use for it these days is an excuse for most evangelicals to retreat into their own bubbles rather than stay and fight the rampant secularism in the institutions. ",0,0
3726,3726,1.5858471838692884e+18,"@MASK W, can never forget goated league IPL",0,0
3533,3533,1.5858578281865748e+18,@MASK should have change the venue of Melbourne in the Eve of daily rainfall. @MASK should also intervene in this matter,0,0
5420,5420,1.583575053710422e+18,@MASK you said it,0,0
2521,2521,1.5836651062980977e+18,"@MASK @MASK @MASK You know, I couldn't find anything off the bat, but the truth remains. So you might want to chill a little ",0,0
890,890,1.5754396272171704e+18,I get so mad every time marital rape is trending in India,2,0
1582,1582,1.582075887578534e+18,When the Amahd Arbery lynching case broke @MASK knee jerkedly defended the lynchers as noble block watchers & Arbery a jogger as a criminal. She did that because like other white supremacists she believes that all white men r good & honorable & all Black men r criminals.,2,0
1538,1538,1.5821286951161935e+18,"@MASK Except they don’t. Not even close to the summary lynching of the premier or pissing on the shrine, just to name a few of many ",1,0
2646,2646,1.583734475875197e+18,"@MASK @MASK They compare us to Nazis, we can't play their game, they got a big elephant in the room, it's thier book if they justify it they r not progressive, if they don't they r not even muslim. Attack is the best defence ",0,0
2862,2862,1.5398763992756838e+18,"@MASK There was no real threat.  There is no national freedom fight going on.  CAA, Triple Talaq, 370 are not at all associated with any kind of religious discrimination.  Few intellectuals along with the media boost hate among them & create anarchy. ",0,0
3566,3566,1.5858521677723195e+18,"@MASK @MASK @MASK @MASK At the end things matter is representing nation worldwide they won asia cup, silver medal in CWG , finalist in wc, t20i wc  they are doing well tbh",0,0
746,746,1.5815820995467717e+18,"@MASK Marital rape happens, albeit not by every man, but yes some men do. What's your stance on that? ",0,0
4230,4230,1.1453251221835204e+18,"@MASK So, we randomly have a larger figure of undertrials for these people then conviction rates?",1,0
2678,2678,1.5837333887958712e+18,@MASK Wow so original. When my mum was at school in the 80s she used to get bullied by meat eaters throwing ham and chicken at her. I have Muslim friends who were also similarly bullied. This guy isn’t doing anything that mean children haven’t been doing for hundreds of years.,1,0
3255,3255,1.583575730411098e+18,@MASK A marxist with a bullhorn is far better than the former with a machine gun.,1,0
3979,3979,1.5550786761898312e+18,@MASK What about millions of undertrials languishing in jails for years without hearings. Recently 121 inmates were released after in captive for five years without proof. Are they not normal human beings?,2,0
5061,5061,1.5800875752424527e+18,"Chidambaram: So first ques was procedure. Second is why, if the Act confers the power, were separate laws enacted in 1946 and 1978? The Govt then thought that this power did not exist.  #Demonetisation #SupremeCourtofIndia ",0,0
2839,2839,1.5405221009053775e+18,"Hello Indians,  The Laws which affect you are not what Supreme Court of USA says.   The Laws which you should talk about in India are   - Child Marriage  - Niqah Halala  - Polygamy  - Objection to removal of Triple Talaq ",0,0
832,832,1.5806395805877166e+18,@MASK The proponents of the new Marital Rape laws keep saying that the possible misuse of a law shouldn't prevent the creation such a law that can help protect women. Don't people see this gross misuse of these laws which are not gender-neutral?,1,0
1530,1530,1.5835989042677965e+18,"Going on like this every morning, every night, I’m at my limit. It’s like a group lynching by a religious society. But I got to make sure not to go insane. ",1,0
205,205,1.5820198904744591e+18,"Given dismal productivity growth, likely caused by quiet quitting, wage inflation will have to come down significantly if sustained months near 2 percent inflation is to be attained. I do not understand the basis for believing this is likely without a meaningful recession. 10/10 ",0,0
2146,2146,1.5835781043325788e+18,"@MASK @MASK @MASK not white educated, I know what other races, have contributed to this country and I don't judge people on minor superficial typos that you then turn around and do yourself. I learn facts not hate ",1,0
5088,5088,1.5800789409111245e+18,"Divan: That money is still w me, but has no value. As the AG indicated, no coercive action was taken against me. But all my hard work was brought to naught.  #Demonetisation #SupremeCourtofIndia ",0,0
4291,4291,1.5859141191729152e+18,@MASK @MASK So why do you hate socialism? Did you go to school? Have you used a hospital? How about any emergency service?,0,0
2191,2191,1.583575516954534e+18,@MASK @MASK @MASK High death toll Missing cobra meetings Encouraging people to shake hands Ending up in hospital- see above. Herd immunity Care homes Incorrect PPE Criticism on the delay to 1st lockdown Test and trace Christmas is not cancelled/Christmas is cancelled Dominic Cummings Partygate,2,0
404,404,1.5819996615685734e+18,"@MASK Stimulus comes at the cost of inflation. So now basically we're all fucked between choosing no stimulus = recession, or choosing stimulus = higher inflation. (Which will also push us into recession). Who could've thought you can't print prosperity? ",2,0
1071,1071,1.5807199224385823e+18,@MASK @MASK He's not in favor of incest or secularism. He's pointing out that the taboo against incest has religious origins.,0,0
5426,5426,1.5835746367844065e+18,"@MASK @MASK If we TRULY believe that, then the only solution is a China style lockdown, pretty much forever anytime a single case is detected. ",2,0
4972,4972,1.5801918701093806e+18,Heard @MASK for about 2-3 hours today arguing in #Demonetisation case in SC. Key points:  Demonetisation announced without proper application of mind. Everything happened in just 24 hours. Did the RBI Board have enough information in hand. No documents on public record,1,0
1182,1182,1.5471744199777034e+18,"We have learned the hard way we cannot effectively “design out” flooding. Instead, we must find ways to work with the natural systems of drainage and catchments. We must create urban systems to accommodate flood waters. ",0,0
1948,1948,1.5834341898900316e+18,"@MASK Agree with you on the migrant issue' but without Ukraine being given the aid to defend itself, whilst also providing a buffer zone between Russia and Europe [NATO] we would be, once more subjected to another  inevitable Cold War scenario. A united stance is imperative ",0,0
5262,5262,1.578778133167149e+18,@MASK Who made you finance minister? This is the story since demonetisation…. And it is good… atleast formalisation of economy leads to tax buoyancy… else we have large scale of tax evasion despite growth,1,0
3593,3593,1.585848411776897e+18,"@MASK Nope, no data - just anecdotal observation. I think trying to pitch women's cricket as a gender-seggregated version of cricket is a mistake, its a different sport. Some1 needs to imagine it differently. But BCCI is ace mkter, if they have tsken a call,must have commercial sense;)",0,0
4236,4236,1.143798405115732e+18,"Data on prisoner release: under Section 436A of the Code of Criminal Procedure, which allows undertrials to be released on a personal bond if they have undergone half of the maximum term of imprisonment they would have faced if convicted.***",1,0
551,551,1.5820049467065344e+18,"@MASK Cause your a man who doesn’t listen to women. You tell women what to think and say.  Isn’t Trudeau helping the Iran government beat, and rape women? ",1,0
600,600,1.5820033068888556e+18,"@MASK Yes abortion is a fundamental right when it is employed as a remedy for victims of Rape, Incest, Assault or in a life threatening pregnancy, not as a backstop for failed contraception or other socio-economic reasons. ",0,0
3915,3915,1.5856747199695667e+18,That Shan Masood stumping was like gilchrist in the ipl final changed the game,0,0
3892,3892,1.5856804345493957e+18,"I didn't want to say this, but Politics in India has become like an IPL Auction, show me the money & I'll sleep with you. No party including the BJP can occupy the moral high ground, we have to choose between who is worse & who could be worst.",2,0
2865,2865,1.5396371089310228e+18,@MASK @MASK Isn't it strange that you siphon off crores of money from poor Muslim families for your own lavish lifestyle?   Why are you quiet on the triple talaq and other pro-Muslim bills introduced by the BJP government? Stop this victim card politics.,1,0
5281,5281,1.5785230387145646e+18,"@MASK Diamond market was highest hurt with demonetisation 🤣 They can go with AK, who doesn't support businesses at all. Would love to see what happens in Surat. Surat have progressed so well in past 20 years, under BJP close to 85% urban population. Will few labour make diff? ",1,0
1971,1971,1.583431108519432e+18,"@MASK @MASK Ja, ANC is failing spectacularly. They have caused a huge immigration crisis that has now spiralled into wanton lawlessness. Unfortunately the xenophobic crusaders will blame the poor migrants who have nothing to do with this crime. Cele and Ramaphosa must account for this mess. ",2,0
458,458,1.5819992959972188e+18,@MASK @MASK What happens to inflation then?,0,0
4999,4999,1.5801252336502252e+18,"#SupremeCourt proceeds to go into the decision-making process behind the 2016 #demonetisation policy, asks Centre & RBI to file detailed affidavits.   The constitution bench will hear the case next on Nov 9. ",0,0
